age;job;marital;education;housing;loan;contact;month;day_of_week;campaign;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;nr.employed;subscribed
37;admin.;single;university.degree;no;no;cellular;oct;fri;2.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
55;management;divorced;basic.6y;no;no;telephone;jul;wed;5.0;nonexistent;1.4;93.918;-42.7;5228.1;no
38;blue-collar;single;basic.4y;no;no;telephone;may;thu;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
28;student;single;high.school;yes;yes;telephone;jun;wed;6.0;nonexistent;1.4;94.465;-41.8;5228.1;no
47;blue-collar;married;basic.9y;no;no;cellular;may;tue;2.0;failure;-1.8;92.893;-46.2;5099.1;no
40;blue-collar;married;basic.4y;no;no;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
40;management;married;university.degree;yes;no;cellular;jun;mon;3.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
32;blue-collar;married;professional.course;yes;no;cellular;may;mon;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
76;retired;married;basic.4y;no;no;cellular;apr;tue;4.0;failure;-1.8;93.749;-34.6;5008.7;no
48;admin.;married;university.degree;yes;no;cellular;aug;tue;3.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
34;blue-collar;married;basic.9y;no;yes;cellular;jul;tue;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
37;technician;married;high.school;yes;no;cellular;jul;wed;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
35;admin.;single;university.degree;yes;no;cellular;jun;mon;1.0;success;-1.7;94.055;-39.8;4991.6;yes
46;admin.;married;high.school;yes;no;cellular;may;wed;1.0;failure;-1.8;92.893;-46.2;5099.1;no
30;services;single;high.school;no;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
53;blue-collar;married;high.school;no;yes;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
57;blue-collar;divorced;basic.9y;yes;no;telephone;may;wed;2.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
28;technician;single;high.school;no;no;telephone;may;fri;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
32;technician;single;professional.course;no;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
52;management;married;university.degree;no;no;cellular;may;fri;2.0;success;-1.8;93.876;-40.0;5008.7;yes
44;technician;divorced;university.degree;no;no;cellular;jul;mon;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
35;blue-collar;married;basic.4y;no;no;cellular;nov;tue;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
53;blue-collar;single;basic.9y;no;no;telephone;jul;wed;1.0;success;-1.7;94.215;-40.3;4991.6;yes
30;admin.;married;university.degree;no;no;cellular;jul;fri;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
48;blue-collar;married;basic.4y;no;yes;cellular;may;thu;2.0;success;-1.8;92.893;-46.2;5099.1;no
33;admin.;divorced;high.school;yes;no;telephone;may;fri;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
28;technician;married;professional.course;yes;no;cellular;jul;tue;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
42;blue-collar;married;basic.6y;yes;no;telephone;jun;fri;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
45;blue-collar;married;basic.9y;no;no;cellular;jun;mon;2.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
31;technician;married;university.degree;no;no;cellular;aug;fri;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
25;admin.;single;university.degree;no;yes;cellular;nov;mon;1.0;success;-3.4;92.649;-30.1;5017.5;yes
38;entrepreneur;married;basic.6y;no;no;cellular;jun;tue;1.0;success;-1.7;94.055;-39.8;4991.6;yes
29;admin.;single;basic.9y;no;no;telephone;may;fri;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
38;blue-collar;married;basic.4y;no;no;cellular;jul;tue;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
41;services;married;high.school;yes;no;cellular;may;wed;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
42;services;divorced;unknown;no;no;cellular;apr;fri;2.0;failure;-1.8;93.075;-47.1;5099.1;no
60;management;married;unknown;yes;no;cellular;may;thu;3.0;success;-1.8;93.876;-40.0;5008.7;yes
25;technician;single;high.school;yes;yes;telephone;jun;mon;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
51;admin.;divorced;professional.course;no;no;cellular;may;wed;1.0;failure;-1.8;92.893;-46.2;5099.1;no
38;blue-collar;married;high.school;yes;no;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
75;retired;married;unknown;no;no;telephone;aug;tue;2.0;failure;-1.7;94.027;-38.3;4991.6;yes
37;admin.;single;high.school;no;no;cellular;mar;wed;2.0;success;-1.8;93.369;-34.8;5008.7;yes
52;blue-collar;married;basic.4y;no;no;cellular;may;wed;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
37;admin.;married;university.degree;yes;no;cellular;aug;tue;1.0;failure;-2.9;92.201;-31.4;5076.2;yes
56;retired;married;professional.course;unknown;unknown;cellular;oct;thu;1.0;success;-3.4;92.431;-26.9;5017.5;yes
43;blue-collar;married;basic.4y;yes;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
35;technician;divorced;professional.course;no;no;cellular;may;fri;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
36;admin.;married;university.degree;no;no;cellular;aug;thu;2.0;failure;-2.9;92.201;-31.4;5076.2;no
38;admin.;married;high.school;unknown;unknown;cellular;may;mon;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
48;admin.;divorced;unknown;yes;no;cellular;may;wed;6.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
47;self-employed;married;basic.9y;yes;no;cellular;jul;wed;6.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
31;blue-collar;married;high.school;yes;no;cellular;may;wed;1.0;failure;-1.8;92.893;-46.2;5099.1;no
36;technician;married;professional.course;yes;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
30;technician;single;university.degree;yes;no;telephone;jun;mon;3.0;nonexistent;1.4;94.465;-41.8;5228.1;no
52;admin.;married;university.degree;yes;yes;cellular;jun;wed;2.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
56;admin.;married;high.school;no;no;cellular;jul;wed;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
41;blue-collar;single;basic.9y;yes;no;telephone;may;fri;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
65;retired;married;basic.4y;yes;yes;cellular;oct;mon;1.0;success;-1.1;94.601;-49.5;4963.6;yes
49;services;married;high.school;no;no;telephone;may;mon;1.0;failure;-1.8;92.893;-46.2;5099.1;no
52;admin.;married;high.school;no;no;cellular;apr;thu;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
27;admin.;single;university.degree;no;no;cellular;aug;fri;2.0;success;-1.7;94.027;-38.3;4991.6;yes
38;technician;married;university.degree;yes;no;cellular;aug;wed;5.0;nonexistent;-2.9;92.201;-31.4;5076.2;no
32;blue-collar;single;high.school;no;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
46;technician;married;professional.course;yes;no;cellular;aug;fri;6.0;failure;-2.9;92.201;-31.4;5076.2;yes
42;self-employed;married;professional.course;no;no;cellular;may;fri;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
27;admin.;single;high.school;no;no;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
34;blue-collar;divorced;basic.6y;yes;no;cellular;jul;thu;2.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
38;technician;married;professional.course;yes;no;cellular;aug;mon;1.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
51;blue-collar;married;basic.6y;yes;no;telephone;may;wed;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
51;blue-collar;married;basic.9y;no;no;telephone;may;thu;5.0;nonexistent;1.1;93.994;-36.4;5191.0;no
57;blue-collar;married;professional.course;yes;no;cellular;jul;mon;4.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
34;admin.;single;university.degree;yes;yes;cellular;mar;tue;1.0;success;-1.8;93.369;-34.8;5008.7;yes
29;admin.;single;university.degree;yes;no;telephone;apr;tue;3.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
51;admin.;divorced;university.degree;yes;no;cellular;jul;mon;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
23;student;single;high.school;yes;no;cellular;jul;tue;2.0;success;-2.9;92.469;-33.6;5076.2;yes
53;housemaid;married;basic.4y;no;yes;telephone;nov;wed;1.0;success;-3.4;92.649;-30.1;5017.5;yes
33;housemaid;married;basic.9y;no;no;cellular;jul;tue;4.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
49;blue-collar;married;basic.4y;yes;no;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
58;services;married;basic.6y;yes;no;cellular;may;fri;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
28;blue-collar;married;basic.9y;no;yes;telephone;may;fri;4.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
42;services;married;high.school;yes;no;telephone;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
70;retired;married;basic.4y;no;no;cellular;sep;tue;1.0;success;-3.4;92.379;-29.8;5017.5;yes
35;unemployed;single;basic.6y;yes;no;cellular;nov;tue;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
37;blue-collar;married;basic.9y;no;no;cellular;aug;mon;1.0;nonexistent;-2.9;92.201;-31.4;5076.2;yes
34;admin.;married;university.degree;no;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
35;admin.;married;university.degree;yes;no;cellular;aug;fri;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
58;blue-collar;married;unknown;yes;no;cellular;jul;thu;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
31;blue-collar;single;basic.9y;yes;no;cellular;may;thu;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
31;services;single;professional.course;no;no;telephone;may;fri;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
57;admin.;single;university.degree;no;no;cellular;jul;tue;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
28;blue-collar;single;unknown;no;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
30;technician;single;professional.course;yes;no;telephone;may;mon;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
46;admin.;divorced;high.school;yes;no;cellular;jun;mon;1.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
49;blue-collar;single;basic.6y;yes;no;cellular;jul;thu;3.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
28;unemployed;married;high.school;no;no;telephone;mar;fri;4.0;success;-1.8;93.369;-34.8;5008.7;yes
34;technician;single;university.degree;yes;yes;cellular;aug;wed;3.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
34;entrepreneur;married;university.degree;yes;no;cellular;apr;fri;3.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
33;technician;married;professional.course;yes;no;cellular;apr;fri;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
34;unknown;single;university.degree;yes;no;telephone;oct;wed;2.0;nonexistent;-3.4;92.431;-26.9;5017.5;no
43;admin.;single;high.school;no;no;cellular;nov;wed;1.0;failure;-0.1;93.2;-42.0;5195.8;yes
23;services;married;high.school;no;no;cellular;may;wed;1.0;failure;-1.8;92.893;-46.2;5099.1;no
44;technician;divorced;professional.course;no;no;telephone;jun;thu;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
24;student;single;professional.course;yes;no;cellular;jul;wed;2.0;nonexistent;-1.7;94.215;-40.3;4991.6;yes
35;technician;single;professional.course;no;no;cellular;aug;mon;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
34;technician;married;basic.9y;yes;no;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
57;retired;divorced;basic.9y;yes;no;cellular;jul;fri;2.0;nonexistent;-2.9;92.469;-33.6;5076.2;yes
33;admin.;married;university.degree;no;no;telephone;jun;tue;2.0;nonexistent;-1.7;94.055;-39.8;4991.6;no
28;admin.;single;high.school;yes;no;cellular;oct;tue;2.0;failure;-3.4;92.431;-26.9;5017.5;no
43;technician;single;professional.course;unknown;unknown;cellular;nov;thu;3.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
45;services;married;basic.9y;yes;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
30;services;married;high.school;no;no;telephone;jun;fri;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
60;admin.;married;unknown;no;no;cellular;nov;tue;1.0;success;-1.1;94.767;-50.8;4963.6;yes
33;blue-collar;single;basic.9y;no;no;cellular;may;mon;2.0;failure;-1.8;92.893;-46.2;5099.1;no
28;self-employed;single;university.degree;no;no;telephone;may;thu;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
50;admin.;married;basic.9y;yes;no;cellular;aug;thu;5.0;nonexistent;1.4;93.444;-36.1;5228.1;no
30;admin.;single;university.degree;no;no;cellular;may;mon;2.0;failure;-1.8;92.893;-46.2;5099.1;no
33;services;divorced;unknown;no;yes;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
24;services;married;high.school;yes;no;cellular;may;fri;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
33;blue-collar;single;basic.9y;yes;no;telephone;jun;tue;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
42;self-employed;married;university.degree;yes;no;cellular;aug;tue;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
58;management;married;basic.4y;no;no;telephone;jun;fri;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
33;admin.;married;university.degree;yes;no;cellular;apr;wed;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
45;services;married;high.school;yes;no;cellular;aug;thu;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
33;admin.;single;university.degree;no;no;cellular;oct;thu;1.0;failure;-3.4;92.431;-26.9;5017.5;yes
29;technician;single;professional.course;yes;no;cellular;jul;wed;3.0;nonexistent;-1.7;94.215;-40.3;4991.6;no
31;blue-collar;divorced;basic.9y;no;no;cellular;jul;thu;3.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
43;blue-collar;married;basic.6y;no;yes;cellular;apr;fri;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
29;technician;divorced;professional.course;yes;yes;telephone;jun;thu;1.0;nonexistent;-1.7;94.055;-39.8;4991.6;no
39;technician;married;high.school;no;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
40;admin.;married;high.school;no;yes;cellular;may;fri;4.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
28;technician;single;professional.course;yes;no;cellular;nov;wed;2.0;success;-3.4;92.649;-30.1;5017.5;yes
30;admin.;single;professional.course;yes;yes;cellular;may;thu;1.0;failure;-1.8;92.893;-46.2;5099.1;no
27;services;married;high.school;no;no;telephone;may;fri;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
33;technician;single;professional.course;yes;no;cellular;may;wed;1.0;failure;-1.8;92.893;-46.2;5099.1;no
19;student;single;unknown;no;no;cellular;nov;mon;2.0;success;-3.4;92.649;-30.1;5017.5;no
47;admin.;married;university.degree;unknown;unknown;cellular;aug;wed;1.0;failure;-1.7;94.027;-38.3;4991.6;yes
29;blue-collar;married;basic.6y;yes;no;cellular;may;thu;6.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
29;admin.;single;university.degree;yes;yes;cellular;aug;wed;5.0;nonexistent;1.4;93.444;-36.1;5228.1;no
36;blue-collar;single;high.school;no;no;cellular;jun;wed;1.0;success;-1.7;94.055;-39.8;4991.6;yes
28;technician;single;high.school;yes;no;cellular;may;wed;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
42;services;married;high.school;yes;no;cellular;may;thu;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
58;technician;divorced;professional.course;yes;no;cellular;aug;tue;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
31;admin.;single;basic.9y;yes;no;cellular;may;wed;2.0;failure;-1.8;92.893;-46.2;5099.1;no
48;blue-collar;married;professional.course;yes;no;cellular;aug;tue;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
29;entrepreneur;married;basic.6y;yes;no;cellular;may;tue;5.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
44;services;single;high.school;no;no;cellular;may;fri;1.0;failure;-1.8;92.893;-46.2;5099.1;no
48;services;married;high.school;yes;no;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
49;admin.;divorced;high.school;yes;no;telephone;may;fri;1.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
33;admin.;married;high.school;yes;yes;cellular;may;mon;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
40;admin.;married;university.degree;yes;no;cellular;nov;thu;6.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
49;housemaid;married;professional.course;yes;no;telephone;jul;thu;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
40;management;married;basic.9y;unknown;unknown;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
44;admin.;married;university.degree;no;no;cellular;apr;thu;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
36;admin.;single;university.degree;no;no;cellular;aug;tue;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
49;admin.;single;university.degree;no;no;cellular;jul;tue;6.0;nonexistent;1.4;93.918;-42.7;5228.1;no
46;unemployed;single;university.degree;no;no;cellular;mar;tue;1.0;success;-1.8;93.369;-34.8;5008.7;yes
32;services;divorced;high.school;yes;no;cellular;may;fri;4.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
40;blue-collar;married;basic.9y;unknown;unknown;telephone;jun;mon;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
35;admin.;single;university.degree;yes;yes;cellular;aug;mon;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
32;technician;single;professional.course;yes;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
36;blue-collar;married;basic.6y;no;no;cellular;nov;tue;1.0;failure;-0.1;93.2;-42.0;5195.8;no
36;technician;married;professional.course;yes;no;cellular;may;thu;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
40;management;married;university.degree;no;no;cellular;nov;fri;3.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
27;blue-collar;married;basic.9y;no;no;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
51;housemaid;married;high.school;no;yes;cellular;nov;fri;6.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
43;blue-collar;divorced;basic.9y;no;no;cellular;jul;tue;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
41;blue-collar;married;basic.4y;no;no;telephone;jun;tue;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
45;admin.;single;basic.9y;yes;no;telephone;jun;fri;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
33;technician;single;professional.course;no;no;cellular;aug;mon;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
29;blue-collar;single;high.school;yes;no;cellular;jul;fri;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
52;blue-collar;married;basic.4y;yes;no;cellular;aug;tue;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
39;admin.;married;university.degree;no;no;telephone;may;mon;6.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
69;retired;married;high.school;yes;yes;cellular;sep;wed;1.0;success;-1.1;94.199;-37.5;4963.6;yes
28;admin.;single;university.degree;no;no;cellular;may;wed;2.0;success;-1.8;93.876;-40.0;5008.7;yes
31;technician;married;university.degree;yes;no;cellular;aug;thu;4.0;nonexistent;1.4;93.444;-36.1;5228.1;no
49;services;married;high.school;no;no;cellular;jul;thu;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
53;management;married;university.degree;yes;no;cellular;aug;wed;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
30;admin.;single;university.degree;no;no;cellular;apr;thu;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
26;blue-collar;married;basic.9y;no;no;cellular;apr;thu;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
42;unknown;single;university.degree;no;no;cellular;jul;fri;6.0;nonexistent;-1.7;94.215;-40.3;4991.6;yes
46;unemployed;married;basic.9y;yes;yes;cellular;jun;tue;4.0;failure;-2.9;92.963;-40.8;5076.2;yes
32;admin.;single;university.degree;yes;no;cellular;jul;wed;3.0;nonexistent;-2.9;92.469;-33.6;5076.2;yes
48;entrepreneur;married;basic.9y;yes;no;cellular;jul;wed;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
24;admin.;single;high.school;no;no;telephone;jun;thu;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
30;blue-collar;divorced;high.school;no;no;cellular;may;wed;1.0;failure;-1.8;92.893;-46.2;5099.1;yes
33;blue-collar;married;professional.course;yes;no;cellular;aug;tue;4.0;nonexistent;-1.7;94.027;-38.3;4991.6;yes
33;technician;married;high.school;no;no;cellular;aug;wed;1.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
32;admin.;married;university.degree;yes;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
56;management;married;university.degree;yes;no;cellular;nov;wed;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
30;admin.;single;university.degree;no;no;cellular;apr;thu;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
49;admin.;married;basic.9y;no;no;telephone;may;mon;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
44;admin.;married;professional.course;yes;no;cellular;aug;fri;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
44;blue-collar;married;basic.9y;no;no;cellular;jul;fri;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
34;blue-collar;divorced;basic.4y;no;no;telephone;jun;mon;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
27;technician;single;professional.course;no;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
21;services;single;high.school;yes;no;cellular;jul;tue;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
56;retired;married;basic.4y;no;no;cellular;jul;tue;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
26;blue-collar;single;basic.9y;yes;no;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
28;admin.;single;university.degree;yes;no;cellular;aug;mon;1.0;nonexistent;-2.9;92.201;-31.4;5076.2;yes
36;technician;married;professional.course;yes;no;cellular;may;fri;4.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
19;student;single;unknown;unknown;unknown;cellular;apr;mon;3.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
31;blue-collar;married;basic.9y;yes;yes;cellular;may;wed;2.0;failure;-1.8;92.893;-46.2;5099.1;no
40;services;single;high.school;yes;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
47;blue-collar;divorced;basic.4y;yes;no;cellular;aug;mon;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
59;admin.;married;unknown;no;no;cellular;jun;tue;1.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
34;admin.;married;high.school;yes;no;telephone;jun;mon;6.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
48;admin.;married;university.degree;yes;no;cellular;aug;thu;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
46;admin.;divorced;university.degree;yes;no;telephone;may;wed;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
46;technician;married;professional.course;yes;no;cellular;nov;tue;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
66;retired;married;high.school;no;no;cellular;mar;tue;1.0;nonexistent;-1.8;93.369;-34.8;5008.7;no
36;admin.;married;university.degree;yes;no;telephone;may;wed;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
27;admin.;single;university.degree;yes;yes;cellular;sep;wed;1.0;nonexistent;-3.4;92.379;-29.8;5017.5;yes
42;self-employed;married;university.degree;no;no;telephone;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
51;technician;single;basic.9y;yes;no;telephone;nov;fri;3.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
53;blue-collar;married;basic.9y;no;yes;cellular;jun;thu;2.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
45;blue-collar;single;high.school;yes;yes;cellular;sep;wed;1.0;nonexistent;-1.1;94.199;-37.5;4963.6;yes
27;housemaid;single;high.school;no;no;cellular;jul;wed;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
35;student;single;university.degree;no;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
37;blue-collar;married;basic.6y;no;no;cellular;oct;thu;5.0;nonexistent;-3.4;92.431;-26.9;5017.5;no
36;admin.;married;university.degree;yes;no;cellular;apr;thu;1.0;failure;-1.8;93.075;-47.1;5099.1;yes
38;services;single;university.degree;no;no;cellular;jul;tue;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
37;admin.;married;high.school;unknown;unknown;telephone;may;fri;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
53;admin.;married;university.degree;no;no;cellular;aug;wed;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
48;blue-collar;married;basic.9y;yes;no;cellular;aug;wed;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
32;admin.;married;university.degree;no;no;cellular;jun;tue;1.0;success;-2.9;92.963;-40.8;5076.2;yes
36;admin.;single;high.school;no;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
43;services;married;high.school;no;no;cellular;jul;mon;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
30;admin.;single;university.degree;unknown;unknown;cellular;may;fri;3.0;nonexistent;-1.8;93.876;-40.0;5008.7;yes
44;blue-collar;divorced;basic.4y;yes;no;telephone;may;fri;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
36;admin.;married;university.degree;yes;no;cellular;aug;wed;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
19;student;single;unknown;yes;no;telephone;apr;tue;3.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
41;technician;divorced;professional.course;no;no;cellular;apr;thu;2.0;failure;-1.8;93.075;-47.1;5099.1;yes
55;technician;married;basic.9y;yes;yes;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
33;blue-collar;divorced;basic.4y;yes;no;cellular;aug;tue;1.0;nonexistent;-2.9;92.201;-31.4;5076.2;yes
46;blue-collar;married;high.school;no;no;cellular;aug;mon;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
27;admin.;single;high.school;yes;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
42;blue-collar;married;professional.course;no;no;cellular;oct;wed;1.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
27;self-employed;married;basic.9y;yes;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
69;retired;married;high.school;no;no;cellular;may;wed;1.0;success;-1.8;93.876;-40.0;5008.7;yes
32;admin.;divorced;university.degree;yes;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
